symptom,pref_label,meddra_code,soc
Sleep disorder,Sleep disorder,10040984,Nervous system disorders
White blood cells urine negative,White blood cells urine negative,10047965,Investigations
Inadequate aseptic technique in use of product,Inadequate aseptic technique in use of product,10072608,"Injury, poisoning and procedural complications"
Muscle atrophy,Muscle atrophy,10028289,Nervous system disorders
Skin irritation,Skin irritation,10040880,Skin and subcutaneous tissue disorders
Oropharyngeal pain,Oropharyngeal pain,10068319,"Respiratory, thoracic and mediastinal disorders"
Full blood count,Full blood count,10017411,Investigations
Fibroadenoma of breast,Fibroadenoma of breast,10016613,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Colonoscopy abnormal,Colonoscopy abnormal,10010008,Investigations
Endocrine ophthalmopathy,Endocrine ophthalmopathy,10060742,Metabolism and nutrition disorders
Ascending flaccid paralysis,Ascending flaccid paralysis,10087798,Infections and infestations
Rash erythematous,Rash erythematous,10037855,Skin and subcutaneous tissue disorders
Scan with contrast normal,Scan with contrast normal,10062153,Investigations
Neoplasm malignant,Neoplasm malignant,10028997,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Multiple fractures,Multiple fractures,10028200,Musculoskeletal and connective tissue disorders
Cardiovascular symptom,Cardiovascular symptom,10075534,Cardiac disorders
Pericarditis constrictive,Pericarditis constrictive,10034487,Cardiac disorders
Ultrasound Doppler,Ultrasound Doppler,10045412,Investigations
Culture wound negative,Culture wound negative,10011642,Investigations
Acute disseminated encephalomyelitis,Acute disseminated encephalomyelitis,10000709,Nervous system disorders
Hypoaesthesia eye,Hypoaesthesia eye,10020939,Eye disorders
Hypoxia,Hypoxia,10021143,"Respiratory, thoracic and mediastinal disorders"
Prothrombin time prolonged,Prothrombin time prolonged,10037063,Investigations
Arthropod sting,Arthropod sting,10003402,"Injury, poisoning and procedural complications"
Gaze palsy,Gaze palsy,10056696,Eye disorders
Surgery,Surgery,10042609,Surgical and medical procedures
Wrong drug,Wrong drug,10080306,"Injury, poisoning and procedural complications"
Infrequent bowel movements,Infrequent bowel movements,10059158,Gastrointestinal disorders
Macrophage inflammatory protein-1 alpha,Macrophage inflammatory protein-1 alpha,10083042,Investigations
White blood cell count decreased,White blood cell count decreased,10047942,Investigations
Paraplegia,Paraplegia,10033892,Nervous system disorders
Sedation,Sedation,10039897,Nervous system disorders
Weight increased,Weight increased,10047899,Investigations
Blood creatinine increased,Blood creatinine increased,10005483,Investigations
Nerve injury,Nerve injury,10052897,Nervous system disorders
Blood lactate dehydrogenase normal,Blood lactate dehydrogenase normal,10005631,Investigations
Ischaemic stroke,Ischaemic stroke,10061256,Nervous system disorders
Tension,Tension,10043268,Psychiatric disorders
Vaccination site reaction,Vaccination site reaction,10059080,"Injury, poisoning and procedural complications"
Ventricular extrasystoles,Ventricular extrasystoles,10047289,Cardiac disorders
Pancreatitis acute,Pancreatitis acute,10033647,Gastrointestinal disorders
Pulmonary thrombosis,Pulmonary thrombosis,10037437,"Respiratory, thoracic and mediastinal disorders"
Platelet count,Platelet count,10035525,Investigations
Macular oedema,Macular oedema,10025415,Eye disorders
Foreign body in skin or subcutaneous tissue,Foreign body in skin or subcutaneous tissue,10083982,Skin and subcutaneous tissue disorders
Abdominal X-ray,Abdominal X-ray,10061612,Investigations
Brain oedema,Brain oedema,10048962,"Injury, poisoning and procedural complications"
Ultrasound Doppler abnormal,Ultrasound Doppler abnormal,10045413,Investigations
Liver transplant,Liver transplant,10024714,Surgical and medical procedures
Scan with contrast,Scan with contrast,10059696,Investigations
Lymphocyte count,Lymphocyte count,10025251,Investigations
International normalised ratio increased,International normalised ratio increased,10022595,Investigations
Abnormal behaviour,Abnormal behaviour,10061422,Psychiatric disorders
Food refusal,Food refusal,10080283,Psychiatric disorders
Coronary artery thrombectomy,,,Unmapped
Heart failure with reduced ejection fraction,Heart failure with reduced ejection fraction,10078289,Cardiac disorders
Bradykinesia,Bradykinesia,10006100,Nervous system disorders
Smooth muscle antibody,Smooth muscle antibody,10041227,Investigations
Pulmonary function test normal,Pulmonary function test normal,10061923,Investigations
Diplegia,Diplegia,10013033,Nervous system disorders
Peripheral artery occlusion,Peripheral artery occlusion,10057525,Vascular disorders
Nausea,Nausea,10028813,Gastrointestinal disorders
Retinal degeneration,Retinal degeneration,10038845,Eye disorders
X-ray,X-ray,10048064,Investigations
Expired product administered,Expired product administered,10074902,"Injury, poisoning and procedural complications"
Oral discomfort,Oral discomfort,10030973,Gastrointestinal disorders
Computerised tomogram,Computerised tomogram,10010234,Investigations
Differential white blood cell count,Differential white blood cell count,10012784,Investigations
Device connection issue,Device connection issue,10065066,Product issues
Post herpetic neuralgia,Post herpetic neuralgia,10036376,Nervous system disorders
Magnetic resonance imaging spinal,Magnetic resonance imaging spinal,10083133,Investigations
Vascular endothelial growth factor assay,Vascular endothelial growth factor assay,10071597,Investigations
Retroperitoneal lymphadenopathy,Retroperitoneal lymphadenopathy,10067015,Blood and lymphatic system disorders
Carbon dioxide normal,Carbon dioxide normal,10007228,Investigations
IIIrd nerve paralysis,IIIrd nerve paralysis,10021283,Eye disorders
Colon cancer metastatic,Colon cancer metastatic,10055114,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Extradural abscess,Extradural abscess,10061846,Infections and infestations
Rotavirus infection,Rotavirus infection,10067470,Infections and infestations
Retinal vein occlusion,Retinal vein occlusion,10038907,Eye disorders
Electrocardiogram,Electrocardiogram,10014362,Investigations
Injection site induration,Injection site induration,10022075,"Injury, poisoning and procedural complications"
Head titubation,Head titubation,10064950,Nervous system disorders
Skin lesion,Skin lesion,10040882,Skin and subcutaneous tissue disorders
Granulocyte percentage,Granulocyte percentage,10068913,Investigations
Fundoscopy abnormal,Fundoscopy abnormal,10017520,Investigations
Eosinophil cationic protein increased,Eosinophil cationic protein increased,10060704,Investigations
Oropharyngeal discomfort,Oropharyngeal discomfort,10068318,"Respiratory, thoracic and mediastinal disorders"
Otitis media,Otitis media,10033078,Ear and labyrinth disorders
Phosphorylated tau increased,,,Unmapped
Injection site warmth,Injection site warmth,10022112,"Injury, poisoning and procedural complications"
Red blood cell count normal,Red blood cell count normal,10038157,Investigations
Neurodegenerative disorder,Neurodegenerative disorder,10053643,Nervous system disorders
Delirium,Delirium,10012218,Psychiatric disorders
Febrile convulsion,Febrile convulsion,10016284,Nervous system disorders
Abdominal lymphadenopathy,Abdominal lymphadenopathy,10073485,Blood and lymphatic system disorders
Monocyte count,Monocyte count,10027876,Investigations
Hepatic pain,Hepatic pain,10019705,Hepatobiliary disorders
Retinal oedema,Retinal oedema,10038886,Vascular disorders
Optical coherence tomography,Optical coherence tomography,10057208,Investigations
Blood disorder,Blood disorder,10061590,Blood and lymphatic system disorders
Facial paralysis,Facial paralysis,10016062,Nervous system disorders
Measles antibody negative,Measles antibody negative,10027012,Investigations
Product storage issue,,,Unmapped
Autoimmune thyroid disorder,Autoimmune thyroid disorder,10079165,Endocrine disorders
X-ray normal,X-ray normal,10048067,Investigations
Mucous stools,Mucous stools,10028140,Gastrointestinal disorders
Depressed mood,Depressed mood,10012374,Psychiatric disorders
Haematemesis,Haematemesis,10018830,Vascular disorders
Hyper IgE syndrome,Hyper IgE syndrome,10051040,"Congenital, familial and genetic disorders"
Tricuspid valve stenosis,Tricuspid valve stenosis,10044642,Cardiac disorders
Transfusion,Transfusion,10066152,Surgical and medical procedures
Claustrophobia,Claustrophobia,10009244,Psychiatric disorders
CSF test abnormal,CSF test abnormal,10059703,Investigations
Mental impairment,Mental impairment,10027374,Nervous system disorders
Spina bifida,Spina bifida,10041524,"Congenital, familial and genetic disorders"
N-terminal prohormone brain natriuretic peptide increased,N-terminal prohormone brain natriuretic peptide increased,10071662,Investigations
Hepatitis A antibody positive,Hepatitis A antibody positive,10019725,Investigations
Infantile vomiting,Infantile vomiting,10075315,"Pregnancy, puerperium and perinatal conditions"
CD19 lymphocytes decreased,CD19 lymphocytes decreased,10064428,Investigations
Enema administration,Enema administration,10050314,Surgical and medical procedures
Eyelash discolouration,Eyelash discolouration,10058809,Eye disorders
Transplant rejection,Transplant rejection,10044439,"Injury, poisoning and procedural complications"
Vitamin B12 normal,Vitamin B12 normal,10047611,Investigations
Stereotypy,Stereotypy,10042008,Nervous system disorders
Temporomandibular pain and dysfunction syndrome,Temporomandibular pain and dysfunction syndrome,10090578,Musculoskeletal and connective tissue disorders
Breast pain,Breast pain,10006298,Reproductive system and breast disorders
Visual acuity tests,Visual acuity tests,10047533,Investigations
Palpitations,Palpitations,10033557,Cardiac disorders
Paralysis,Paralysis,10033799,Nervous system disorders
Dermatitis atopic,Dermatitis atopic,10012438,Skin and subcutaneous tissue disorders
Double stranded DNA antibody,Double stranded DNA antibody,10050418,Investigations
Nephrolithiasis,Nephrolithiasis,10029148,Renal and urinary disorders
Ketosis,Ketosis,10023391,Metabolism and nutrition disorders
Iron binding capacity total,Iron binding capacity total,10022960,Investigations
Thrombectomy,Thrombectomy,10043530,Surgical and medical procedures
Endocarditis noninfective,Endocarditis noninfective,10062608,Cardiac disorders
Somnolence,Somnolence,10041349,Psychiatric disorders
Dysstasia,Dysstasia,10050256,General disorders and administration site conditions
Neutrophil count decreased,Neutrophil count decreased,10029366,Investigations
Lipase normal,Lipase normal,10024575,Investigations
Marrow hyperplasia,Marrow hyperplasia,10026851,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Pharyngeal swelling,Pharyngeal swelling,10082270,"Respiratory, thoracic and mediastinal disorders"
Blood thyroid stimulating hormone,Blood thyroid stimulating hormone,10005829,Investigations
Hyperinsulinaemia,Hyperinsulinaemia,10060378,Metabolism and nutrition disorders
Enterovirus test positive,Enterovirus test positive,10070386,Investigations
Tendon disorder,Tendon disorder,10043239,Musculoskeletal and connective tissue disorders
Computerised tomogram thorax abnormal,Computerised tomogram thorax abnormal,10057799,Investigations
Device dislocation,Device dislocation,10064684,Product issues
Immobile,Immobile,10021417,Social circumstances
Encephalopathy,Encephalopathy,10014625,Nervous system disorders
Eye discharge,Eye discharge,10015915,Eye disorders
Flushing,Flushing,10016825,General disorders and administration site conditions
Myocarditis,Myocarditis,10028606,Cardiac disorders
Autopsy,Autopsy,10050117,Investigations
Granuloma skin,Granuloma skin,10018698,Skin and subcutaneous tissue disorders
Acquired haemophilia,Acquired haemophilia,10053745,Blood and lymphatic system disorders
Diverticulitis,Diverticulitis,10013538,Infections and infestations
Splenectomy,Splenectomy,10041642,Surgical and medical procedures
Antibody test positive,Antibody test positive,10061427,Investigations
Plasma cells increased,Plasma cells increased,10035231,Investigations
Reticulocyte count normal,Reticulocyte count normal,10038794,Investigations
Skin tightness,Skin tightness,10050637,Skin and subcutaneous tissue disorders
Dyskinesia,Dyskinesia,10013916,Nervous system disorders
Episcleritis,Episcleritis,10015084,Immune system disorders
Death,Death,10011906,General disorders and administration site conditions
Body temperature decreased,Body temperature decreased,10005910,Investigations
Troponin I,Troponin I,10050397,Investigations
Scan,Scan,10061498,Investigations
Grip strength,Grip strength,10062557,Investigations
Lip discolouration,Lip discolouration,10024549,Gastrointestinal disorders
Syphilis test negative,Syphilis test negative,10051322,Investigations
Libido increased,Libido increased,10024421,Psychiatric disorders
Red blood cell sedimentation rate normal,Red blood cell sedimentation rate normal,10049408,Investigations
Electromyogram,Electromyogram,10014430,Investigations
Skin erosion,Skin erosion,10040840,Skin and subcutaneous tissue disorders
Flank pain,Flank pain,10016750,General disorders and administration site conditions
Haemorrhagic stroke,Haemorrhagic stroke,10019016,Vascular disorders
Rash morbilliform,Rash morbilliform,10037870,Skin and subcutaneous tissue disorders
Atrial fibrillation,Atrial fibrillation,10003658,Cardiac disorders
Respiratory syncytial virus test positive,Respiratory syncytial virus test positive,10068563,Investigations
Seizure like phenomena,Seizure like phenomena,10071048,Nervous system disorders
Dyspepsia,Dyspepsia,10013946,Gastrointestinal disorders
Thyroid disorder,Thyroid disorder,10043709,Endocrine disorders
Blood chloride normal,Blood chloride normal,10005421,Investigations
Spinal operation,Spinal operation,10062262,Surgical and medical procedures
Gastrooesophageal reflux disease,Gastrooesophageal reflux disease,10017885,Gastrointestinal disorders
Left ventricular dysfunction,Left ventricular dysfunction,10049694,Cardiac disorders
Defaecation urgency,Defaecation urgency,10012110,Gastrointestinal disorders
Contraindication to vaccination,Contraindication to vaccination,10010835,Social circumstances
Bone density decreased,Bone density decreased,10049470,Investigations
Vaccination site discolouration,Vaccination site discolouration,10069474,Skin and subcutaneous tissue disorders
Gastrointestinal motility disorder,Gastrointestinal motility disorder,10061173,Gastrointestinal disorders
Rotavirus test positive,Rotavirus test positive,10063458,Investigations
Hepatic fibrosis,Hepatic fibrosis,10019668,Vascular disorders
Blood albumin normal,Blood albumin normal,10005289,Investigations
Implantable cardiac monitor insertion,Implantable cardiac monitor insertion,10074731,Surgical and medical procedures
Dysgraphia,Dysgraphia,10058319,Nervous system disorders
Quadriparesis,Quadriparesis,10049680,Nervous system disorders
Nipple disorder,Nipple disorder,10029417,Skin and subcutaneous tissue disorders
Computerised tomogram spine normal,Computerised tomogram spine normal,10089007,Investigations
Cytogenetic analysis normal,Cytogenetic analysis normal,10059886,Investigations
Oral mucosal exfoliation,Oral mucosal exfoliation,10064487,Gastrointestinal disorders
Facial spasm,Facial spasm,10063006,Nervous system disorders
Bacterial test positive,Bacterial test positive,10059421,Investigations
Conjunctival hyperaemia,Conjunctival hyperaemia,10051625,Eye disorders
Joint effusion,Joint effusion,10023215,Musculoskeletal and connective tissue disorders
Ophthalmic herpes zoster,Ophthalmic herpes zoster,10030865,Nervous system disorders
Ultrasound abdomen abnormal,Ultrasound abdomen abnormal,10052039,Investigations
Blood potassium decreased,Blood potassium decreased,10005724,Investigations
Blood electrolytes normal,Blood electrolytes normal,10061015,Investigations
Blood sodium normal,Blood sodium normal,10005804,Investigations
Antinuclear antibody positive,Antinuclear antibody positive,10060055,Investigations
Involuntary vocalisation,Involuntary vocalisation,10090790,Psychiatric disorders
Anaphylaxis treatment,Anaphylaxis treatment,10002222,Surgical and medical procedures
Ultrasound kidney abnormal,Ultrasound kidney abnormal,10045422,Investigations
Heavy metal test,Heavy metal test,10086051,Investigations
No adverse event,No adverse event,10067482,General disorders and administration site conditions
Exophthalmos,Exophthalmos,10015683,Endocrine disorders
Protein urine,Protein urine,10037018,Investigations
Psychotic disorder,Psychotic disorder,10061920,Psychiatric disorders
Chondroplasty,Chondroplasty,10065021,Surgical and medical procedures
Lung infiltration,Lung infiltration,10025102,"Respiratory, thoracic and mediastinal disorders"
Paronychia,Paronychia,10034016,Skin and subcutaneous tissue disorders
Breast tenderness,Breast tenderness,10006313,Reproductive system and breast disorders
Bruxism,Bruxism,10006514,Gastrointestinal disorders
B-lymphocyte count increased,B-lymphocyte count increased,10059998,Investigations
Biopsy lymph gland abnormal,Biopsy lymph gland abnormal,10004798,Investigations
Heart rate,Heart rate,10019299,Investigations
Postmenopausal haemorrhage,Postmenopausal haemorrhage,10055870,Reproductive system and breast disorders
Labyrinthitis,Labyrinthitis,10023567,Ear and labyrinth disorders
Transient ischaemic attack,Transient ischaemic attack,10044390,Nervous system disorders
Rhinitis,Rhinitis,10039083,"Respiratory, thoracic and mediastinal disorders"
Osteoarthritis,Osteoarthritis,10031161,Musculoskeletal and connective tissue disorders
Gastritis,Gastritis,10017853,Gastrointestinal disorders
Visual acuity reduced,Visual acuity reduced,10047531,Eye disorders
Multiple use of single-use product,Multiple use of single-use product,10072342,"Injury, poisoning and procedural complications"
Resting tremor,Resting tremor,10071390,Nervous system disorders
Computerised tomogram neck,Computerised tomogram neck,10082961,Investigations
Blood creatine phosphokinase normal,Blood creatine phosphokinase normal,10005479,Investigations
Allergy test positive,Allergy test positive,10056352,Investigations
X-ray with contrast upper gastrointestinal tract,X-ray with contrast upper gastrointestinal tract,10048210,Investigations
Sinus bradycardia,Sinus bradycardia,10040741,Cardiac disorders
Fatigue,Fatigue,10016256,General disorders and administration site conditions
Oxygen saturation decreased,Oxygen saturation decreased,10033318,Investigations
Injection site urticaria,Injection site urticaria,10022107,"Injury, poisoning and procedural complications"
Haemangioma rupture,Haemangioma rupture,10084040,Vascular disorders
Exercise tolerance decreased,Exercise tolerance decreased,10051301,General disorders and administration site conditions
Cervical radiculopathy,Cervical radiculopathy,10050217,Nervous system disorders
Immunoglobulins,Immunoglobulins,10021496,Investigations
Breast cancer metastatic,Breast cancer metastatic,10055113,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Type 1 diabetes mellitus,Type 1 diabetes mellitus,10067584,Metabolism and nutrition disorders
Post vaccination syndrome,Post vaccination syndrome,10036242,"Injury, poisoning and procedural complications"
Respiratory disorder,Respiratory disorder,10038683,"Respiratory, thoracic and mediastinal disorders"
Mite allergy,Mite allergy,10077290,Immune system disorders
Bladder discomfort,Bladder discomfort,10005034,Renal and urinary disorders
Vaccination site mass,Vaccination site mass,10076182,"Injury, poisoning and procedural complications"
Hypercalcaemia,Hypercalcaemia,10020583,Endocrine disorders
Haemophilus infection,Haemophilus infection,10061190,Infections and infestations
Fluid retention,Fluid retention,10016807,Renal and urinary disorders
Skin laceration,Skin laceration,10058818,"Injury, poisoning and procedural complications"
Face and mouth X-ray,Face and mouth X-ray,10016018,Investigations
Thyroxine abnormal,Thyroxine abnormal,10043814,Investigations
Renal function test abnormal,Renal function test abnormal,10061480,Investigations
Ovarian cancer,Ovarian cancer,10033128,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Sacral pain,Sacral pain,10048710,Musculoskeletal and connective tissue disorders
Impaired work ability,Impaired work ability,10052302,Social circumstances
Endocarditis,Endocarditis,10014665,Infections and infestations
Complement factor C4 decreased,Complement factor C4 decreased,10050983,Investigations
Specific gravity urine normal,Specific gravity urine normal,10041440,Investigations
Culture tissue specimen positive,Culture tissue specimen positive,10011637,Investigations
Colonoscopy,Colonoscopy,10010007,Investigations
Immunoassay,Immunoassay,10091374,Investigations
HIV infection,HIV infection,10020161,Infections and infestations
Magnetic resonance imaging neck normal,Magnetic resonance imaging neck normal,10090466,Investigations
Oesophagram,Oesophagram,10053059,Investigations
Electroencephalogram,Electroencephalogram,10014407,Investigations
Chronic kidney disease-mineral and bone disorder,Chronic kidney disease-mineral and bone disorder,10078095,Musculoskeletal and connective tissue disorders
Loss of proprioception,Loss of proprioception,10057332,Nervous system disorders
Infection transmission via personal contact,Infection transmission via personal contact,10021869,Infections and infestations
Myasthenia gravis crisis,Myasthenia gravis crisis,10062758,Immune system disorders
Monocyte count decreased,Monocyte count decreased,10027878,Investigations
Oligoclonal band assay,Oligoclonal band assay,10091031,Investigations
Metastases to lung,Metastases to lung,10027458,"Respiratory, thoracic and mediastinal disorders"
Dizziness postural,Dizziness postural,10013578,Vascular disorders
Bronchitis chronic,Bronchitis chronic,10006458,"Respiratory, thoracic and mediastinal disorders"
Kawasaki's disease,Kawasaki's disease,10023320,Infections and infestations
Meningitis,Meningitis,10027199,Infections and infestations
Plasmapheresis,Plasmapheresis,10035486,Surgical and medical procedures
Influenza B virus test negative,Influenza B virus test negative,10090187,Investigations
Rosacea,Rosacea,10039218,Skin and subcutaneous tissue disorders
Pain in jaw,Pain in jaw,10033433,Musculoskeletal and connective tissue disorders
Upper limb fracture,Upper limb fracture,10061394,Musculoskeletal and connective tissue disorders
Developmental regression,Developmental regression,10076709,General disorders and administration site conditions
Tuberculin test,Tuberculin test,10044726,Investigations
Alanine aminotransferase,Alanine aminotransferase,10001546,Investigations
Gastrointestinal tube insertion,Gastrointestinal tube insertion,10053050,Surgical and medical procedures
Tongue geographic,Tongue geographic,10043957,Gastrointestinal disorders
Cerebrovascular accident,Cerebrovascular accident,10008190,Vascular disorders
Slit-lamp tests abnormal,Slit-lamp tests abnormal,10041033,Investigations
Procalcitonin normal,Procalcitonin normal,10077831,Investigations
Shoulder injury related to vaccine administration,Shoulder injury related to vaccine administration,10081038,"Injury, poisoning and procedural complications"
Urinary incontinence,Urinary incontinence,10046543,Renal and urinary disorders
Neuropsychological test,Neuropsychological test,10065432,Investigations
Pharyngeal paraesthesia,Pharyngeal paraesthesia,10076737,"Respiratory, thoracic and mediastinal disorders"
Blood oestrogen increased,Blood oestrogen increased,10005688,Investigations
Impaired healing,Impaired healing,10021519,General disorders and administration site conditions
Loss of consciousness,Loss of consciousness,10024855,Nervous system disorders
Hernia,Hernia,10019909,General disorders and administration site conditions
Decreased activity,Decreased activity,10011953,General disorders and administration site conditions
Orthopaedic procedure,Orthopaedic procedure,10072627,Surgical and medical procedures
Eye disorder,Eye disorder,10015916,Eye disorders
Orthopnoea,Orthopnoea,10031123,Cardiac disorders
Streptococcus test positive,Streptococcus test positive,10070055,Investigations
Tinnitus,Tinnitus,10043882,Ear and labyrinth disorders
Confusional state,Confusional state,10010305,Nervous system disorders
CSF neutrophil count increased,CSF neutrophil count increased,10053803,Investigations
Disseminated varicella,Disseminated varicella,10084395,Infections and infestations
Supraventricular tachycardia,Supraventricular tachycardia,10042604,Cardiac disorders
Appendicitis,Appendicitis,10003011,Infections and infestations
Electroencephalogram normal,Electroencephalogram normal,10014409,Investigations
Metastases to central nervous system,Metastases to central nervous system,10059282,Nervous system disorders
Perfusion brain scan normal,Perfusion brain scan normal,10079704,Investigations
Tenoplasty,Tenoplasty,10077558,Surgical and medical procedures
Neurodermatitis,Neurodermatitis,10029263,Skin and subcutaneous tissue disorders
Autoantibody negative,Autoantibody negative,10060974,Investigations
Anti-cyclic citrullinated peptide antibody negative,Anti-cyclic citrullinated peptide antibody negative,10068799,Investigations
Autism spectrum disorder,Autism spectrum disorder,10063844,Nervous system disorders
Anaphylactic reaction,Anaphylactic reaction,10002198,Vascular disorders
Stool analysis normal,Stool analysis normal,10059537,Investigations
Upper respiratory tract congestion,Upper respiratory tract congestion,10052252,"Respiratory, thoracic and mediastinal disorders"
Chemokine test,Chemokine test,10081665,Investigations
Olfactory groove meningioma,Olfactory groove meningioma,10090334,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Blood urea nitrogen/creatinine ratio increased,Blood urea nitrogen/creatinine ratio increased,10050760,Investigations
Multiple sclerosis relapse,Multiple sclerosis relapse,10048393,Nervous system disorders
Decreased appetite,Decreased appetite,10061428,General disorders and administration site conditions
Blood lactic acid,Blood lactic acid,10005632,Investigations
Cardiac function test,Cardiac function test,10058470,Investigations
Pulmonary embolism,Pulmonary embolism,10037377,"Respiratory, thoracic and mediastinal disorders"
Cardioversion,Cardioversion,10007661,Surgical and medical procedures
Vaccination site pruritus,Vaccination site pruritus,10068881,Skin and subcutaneous tissue disorders
Glycosylated haemoglobin normal,Glycosylated haemoglobin normal,10018485,Investigations
Splenomegaly,Splenomegaly,10041660,Blood and lymphatic system disorders
Sluggishness,Sluggishness,10041052,General disorders and administration site conditions
Blood potassium increased,Blood potassium increased,10005725,Investigations
Computerised tomogram abdomen,Computerised tomogram abdomen,10053876,Investigations
Erythema of eyelid,Erythema of eyelid,10015237,Eye disorders
Groin pain,Groin pain,10018735,Musculoskeletal and connective tissue disorders
Blood gases abnormal,Blood gases abnormal,10005539,Investigations
Appendicectomy,Appendicectomy,10003010,Surgical and medical procedures
Connective tissue disorder,Connective tissue disorder,10061087,Musculoskeletal and connective tissue disorders
Vaccine positive rechallenge,Vaccine positive rechallenge,10066903,"Injury, poisoning and procedural complications"
Platelet count normal,Platelet count normal,10035530,Investigations
Peripheral venous disease,Peripheral venous disease,10075049,Vascular disorders
Carbon dioxide,Carbon dioxide,10007220,Investigations
Eye swelling,Eye swelling,10015967,Eye disorders
Anti-nucleosome antibody,Anti-nucleosome antibody,10088095,Investigations
Intellectual disability,Intellectual disability,10067989,Nervous system disorders
Vaccination site urticaria,Vaccination site urticaria,10069622,"Injury, poisoning and procedural complications"
Pulse abnormal,Pulse abnormal,10037466,Investigations
Dialysis,Dialysis,10061105,Surgical and medical procedures
Injection site cellulitis,Injection site cellulitis,10050057,"Injury, poisoning and procedural complications"
Magnetic resonance imaging head normal,Magnetic resonance imaging head normal,10085257,Investigations
Medical induction of coma,Medical induction of coma,10070677,Surgical and medical procedures
Alopecia,Alopecia,10001760,Skin and subcutaneous tissue disorders
Oxygen saturation abnormal,Oxygen saturation abnormal,10033317,Investigations
Micturition urgency,Micturition urgency,10027566,Renal and urinary disorders
Encephalitis herpes,Encephalitis herpes,10014590,Infections and infestations
Glycosylated haemoglobin increased,Glycosylated haemoglobin increased,10018484,Investigations
Appendicitis perforated,Appendicitis perforated,10003012,Infections and infestations
Influenza B virus test positive,Influenza B virus test positive,10070208,Investigations
Caesarean section,Caesarean section,10006924,Surgical and medical procedures
Injection site abscess,Injection site abscess,10022044,Infections and infestations
CSF glucose normal,CSF glucose normal,10011538,Investigations
Electrocardiogram ST-T change,Electrocardiogram ST-T change,10061117,Investigations
Affective disorder,Affective disorder,10001443,Psychiatric disorders
Incisional drainage,Incisional drainage,10052532,Surgical and medical procedures
Coronary artery thrombosis,Coronary artery thrombosis,10011091,Vascular disorders
Euphoric mood,Euphoric mood,10015535,Psychiatric disorders
Angina unstable,Angina unstable,10002388,Cardiac disorders
Visual acuity tests abnormal,Visual acuity tests abnormal,10047534,Investigations
Vitamin D decreased,Vitamin D decreased,10062189,Investigations
Spinal X-ray abnormal,Spinal X-ray abnormal,10041605,Investigations
Von Willebrand's factor activity test,Von Willebrand's factor activity test,10068985,Investigations
Blood ketone body,Blood ketone body,10057593,Investigations
Spinal X-ray normal,Spinal X-ray normal,10041606,Investigations
Local reaction,Local reaction,10024769,General disorders and administration site conditions
Lymphadenopathy,Lymphadenopathy,10025197,Blood and lymphatic system disorders
Lacrimation increased,Lacrimation increased,10023644,Eye disorders
Cellulitis,Cellulitis,10007882,Skin and subcutaneous tissue disorders
Lumbar puncture,Lumbar puncture,10024999,Investigations
Blood cholesterol,Blood cholesterol,10005422,Investigations
Blood urea decreased,Blood urea decreased,10005850,Investigations
Gingival swelling,Gingival swelling,10018291,Gastrointestinal disorders
Shock,Shock,10040560,Vascular disorders
Burning sensation,Burning sensation,10006784,Nervous system disorders
Heart block congenital,Heart block congenital,10019263,Cardiac disorders
CD8 lymphocytes,CD8 lymphocytes,10007845,Investigations
Learning disorder,Learning disorder,10061265,Psychiatric disorders
Acoustic stimulation tests normal,Acoustic stimulation tests normal,10000527,Investigations
Pneumonia,Pneumonia,10035664,"Respiratory, thoracic and mediastinal disorders"
Axillary vein thrombosis,Axillary vein thrombosis,10003880,Vascular disorders
Hypoaesthesia oral,Hypoaesthesia oral,10057371,Gastrointestinal disorders
Bacterial test negative,Bacterial test negative,10065004,Investigations
Chronic fatigue syndrome,Chronic fatigue syndrome,10008874,General disorders and administration site conditions
Monocyte percentage,Monocyte percentage,10059473,Investigations
SARS-CoV-2 test positive,SARS-CoV-2 test positive,10084271,Investigations
Diabetic ketoacidosis,Diabetic ketoacidosis,10012671,Metabolism and nutrition disorders
Eye infection,Eye infection,10015929,Infections and infestations
Multisystem inflammatory syndrome,Multisystem inflammatory syndrome,10086091,Infections and infestations
Visual field tests,Visual field tests,10047566,Investigations
Pruritus,Pruritus,10037087,Skin and subcutaneous tissue disorders
Drug hypersensitivity,Drug hypersensitivity,10013700,Immune system disorders
Pulmonary oedema,Pulmonary oedema,10037423,"Respiratory, thoracic and mediastinal disorders"
Chapped lips,Chapped lips,10049047,Gastrointestinal disorders
Ventricular hypokinesia,Ventricular hypokinesia,10050510,Cardiac disorders
Parainfluenza virus test positive,,,Unmapped
Vitamin D deficiency,Vitamin D deficiency,10047626,Metabolism and nutrition disorders
Rubella antibody negative,Rubella antibody negative,10039257,Investigations
Skin abrasion,Skin abrasion,10064990,"Injury, poisoning and procedural complications"
Blood calcium increased,Blood calcium increased,10005396,Investigations
Lymphocyte count decreased,Lymphocyte count decreased,10025256,Investigations
